scinam,genus_species,genus,species,peak_frequency,perc_forest_cover,n_ind,family,body_mass,body_mass_M,body_mass_F,SSD_bm,male_wing_avg,female_wing_avg,SSD,habitat_type 
cercomela,Cercomela_dubia,Cercomela,dubia,3962.1,0,3,muscicapidae,,,,,81,76,0.027671427,0
cercomela,Cercomela_familiaris,Cercomela,familiaris,3789.8,30.625,3,muscicapidae,16.9,,,,88,82,0.03066882,1
cercomela,Cercomela_fusca,Cercomela,fusca,4651.2,0.75,1,muscicapidae,12.7,,,,91,87.5,0.017033339,0
cercomela,Cercomela_melanura,Cercomela,melanura,3273,0,5,muscicapidae,15.2,,,,84.4,79.65,0.025156666,0
cercomela,Cercomela_schlegelii,Cercomela,schlegelii,3273,0,3,muscicapidae,23.3,,,,95.6,86.7,0.042438795,0
cercomela,Cercomela_scotocerca,Cercomela,scotocerca,4478.9,18.5,3,muscicapidae,16,,,,70.2,67,0.020262309,0
cercomela,Cercomela_sinuata,Cercomela,sinuata,3445.3,0,1,muscicapidae,20.7,,,,80.6,76.1,0.024950385,0
cercomela,Cercomela_sordida,Cercomela,sordida,3962.1,9.714285714,1,muscicapidae,21,,,,74,72.15,0.010995384,0
cercomela,Cercomela_tractrac,Cercomela,tractrac,3876,0,2,muscicapidae,20.8,,,,85.5,80.3,0.027250569,0
cercotrichas,Cercotrichas_podobe,Cercotrichas,podobe,2756.25,9.671428571,4,muscicapidae,23.95,,,,93.1,88.7,0.021026061,0
certhia,Certhia_americana,Certhia,americana,6201.6,57.55555556,5,certhiidae,8.1,,,,65.5,63.15,0.015867945,2
certhia,Certhia_brachydactyla,Certhia,brachydactyla,5512.5,38.5,5,certhiidae,8.2,,,,63.21,61.2,0.014034368,2
certhia,Certhia_discolor,Certhia,discolor,4651.2,100,5,certhiidae,10.4,,,,70,66.67,0.021167585,2
certhia,Certhia_familiaris,Certhia,familiaris,5684.8,67.88888889,5,certhiidae,9,,,,64.4,62.43,0.013492532,2
certhia,Certhia_himalayana,Certhia,himalayana,5512.5,77.66666667,3,certhiidae,8.8,,,,70.84,67.26,0.02252169,2
certhia,Certhia_hodgsoni,Certhia,hodgsoni,6546.1,78,5,certhiidae,9.2,,,,,,,2
certhia,Certhia_manipurensis,Certhia,manipurensis,4306.6,100,5,certhiidae,9.7,,,,,,,2
certhia,Certhia_nipalensis,Certhia,nipalensis,6890.65,88.3125,2,certhiidae,11.1,,,,71,68.25,0.017155693,2
certhia,Certhia_tianquanensis,Certhia,tianquanensis,5254.1,90.25,4,certhiidae,9.6,,,,,,,2
certhiaxis,Certhiaxis_cinnamomeus,Certhiaxis,cinnamomeus,3273,93.75,5,furnariidae,16.4,,,,59.4,56.53,0.02150746,1
certhiaxis,Certhiaxis_mustelinus,Certhiaxis,mustelinus,2928.5,100,3,furnariidae,15,,,,,,,0
certhidea,Certhidea_olivacea,Certhidea,olivacea,6029.3,89,3,emberizidae,9.5,,,,,,,1
certhilauda,Certhilauda_albescens,Certhilauda,albescens,4478.9,6.777777778,4,alaudidae,,,,,93,88,0.024000276,0
certhilauda,Certhilauda_barlowi,Certhilauda,barlowi,4134.4,0,2,alaudidae,,,,,93,86,0.033984497,0
certhilauda,Certhilauda_burra,Certhilauda,burra,3789.8,0,4,alaudidae,,,,,106,98,0.03407979,0
certhilauda,Certhilauda_chuana,Certhilauda,chuana,4651.15,9.180555556,2,alaudidae,34.5,38.6,30.4,0.103713721,104,92,0.053245512,0
certhilauda,Certhilauda_curvirostris,Certhilauda,curvirostris,4134.4,0,5,alaudidae,41.9,,,,112,98,0.057991947,0
certhilauda,Certhilauda_erythrochlamys,Certhilauda,erythrochlamys,4306.65,0,2,alaudidae,,,,,94,87,0.033608601,0
certhilauda,Certhilauda_semitorquata,Certhilauda,semitorquata,3273,2.857142857,3,alaudidae,45,,,,109,96,0.055155265,0
certhilauda,Certhilauda_subcoronata,Certhilauda,subcoronata,3100.8,0,5,alaudidae,40,45,35,0.109144469,112,99,0.053582828,0
certhionyx,Certhionyx_niger,Certhionyx,niger,3617.6,51.5,1,meliphagidae,9.9,,,,67.95,64.45,0.022966539,2
certhionyx,Certhionyx_variegatus,Certhionyx,variegatus,3617.6,0,3,meliphagidae,26.3,27.5,25.1,0.039658972,85.5,82.05,0.017887529,0
cettia,Cettia_acanthizoides,Cettia,acanthizoides,4995.7,78.125,5,sylviidae,5.45,,,,,,,2
cettia,Cettia_annae,Cettia,annae,3445.3,32.11111111,1,sylviidae,,,,,,,,2
cettia,Cettia_brunnescens,Cettia,brunnescens,4220.5,80.57142857,4,sylviidae,,,,,,,,2
cettia,Cettia_brunnifrons,Cettia,brunnifrons,6546.1,68.66666667,5,sylviidae,7.5,,,,,,,2
cettia,Cettia_canturians,Cettia,canturians,2239.5,62.25,5,sylviidae,16.2,,,,,,,
cettia,Cettia_carolinae,Cettia,carolinae,3445.3,61.25,3,sylviidae,16.9,19.5,14.3,0.134698574,,,,2
cettia,Cettia_cetti,Cettia,cetti,4565.05,12.75,4,sylviidae,13.35,15.2,11.5,0.121145748,66.1,61.9,0.02851081,0
cettia,Cettia_diphone,Cettia,diphone,2497.85,59.1031746,4,sylviidae,14.2,16.95,11.45,0.170364216,75.5,60,0.099795701,1
cettia,Cettia_flavolivacea,Cettia,flavolivacea,4306.6,68.33333333,5,sylviidae,8,,,,,,,2
cettia,Cettia_fortipes,Cettia,fortipes,3100.8,63.375,5,sylviidae,7.4,,,,,,,1
cettia,Cettia_haddeni,Cettia,haddeni,2411.7,19,3,sylviidae,24.75,,,,,,,2
cettia,Cettia_major,Cettia,major,4306.6,54.88888889,5,sylviidae,12.6,,,,,,,2
cettia,Cettia_pallidipes,Cettia,pallidipes,4134.4,82.125,5,sylviidae,,,,,,,,1
cettia,Cettia_parens,Cettia,parens,3014.65,100,4,sylviidae,16.4,18.8,14,0.128029814,,,,2
cettia,Cettia_ruficapilla,Cettia,ruficapilla,3100.8,81.125,5,sylviidae,12.7,,,,,,,2
cettia,Cettia_seebohmi,Cettia,seebohmi,3617.6,87.6,3,sylviidae,12.2,,,,,,,2
cettia,Cettia_vulcania,Cettia,vulcania,4306.6,40.77777778,5,sylviidae,,,,,,,,1
chaetops,Chaetops_aurantius,Chaetops,aurantius,4220.5,1.246031746,2,turdidae,50.35,53.2,47.5,0.049218023,,,,0
chaetorhynchus,Chaetorhynchus_papuensis,Chaetorhynchus,papuensis,3445.3,92.375,1,dicruridae,37.5,42,33,0.104735351,,,,2
chaetornis,Chaetornis_striata,Chaetornis,striata,3962.1,18.60714286,4,sylviidae,31.5,,,,,,,0
chaimarrornis,Chaimarrornis_leucocephalus,Chaimarrornis,leucocephalus,4823.4,100,1,muscicapidae,30.4,,,,97,92,0.022983907,0
chamaea,Chamaea_fasciata,Chamaea,fasciata,3100.8,50.71428571,5,timaliidae,14.75,15.3,14.2,0.032403086,55.6,54.4,0.009475892,1
chamaeza,Chamaeza_campanisona,Chamaeza,campanisona,1076.7,100,5,formicariidae,82.3,,,,,,,2
chamaeza,Chamaeza_meruloides,Chamaeza,meruloides,1550.4,85,5,formicariidae,69,,,,,,,2
chamaeza,Chamaeza_mollissima,Chamaeza,mollissima,1722.7,91.5,5,formicariidae,72,,,,,,,2
chamaeza,Chamaeza_nobilis,Chamaeza,nobilis,559.9,88.14285714,5,formicariidae,123,,,,,,,2
chamaeza,Chamaeza_ruficauda,Chamaeza,ruficauda,1550.4,79.24107143,4,formicariidae,71.2,,,,,,,2
chamaeza,Chamaeza_turdina,Chamaeza,turdina,1550.4,100,5,formicariidae,68.3,,,,,,,2
charitospiza,Charitospiza_eucosma,Charitospiza,eucosma,5340.2,23.75,5,emberizidae,,,,,,,,0
chasiempis,Chasiempis_sandwichensis,Chasiempis,sandwichensis,2756.2,96.22222222,5,monarchidae,15.3,16.2,14.4,0.051152522,,,,2
chelidorhynx,Chelidorhynx_hypoxantha,Chelidorhynx,hypoxantha,6456.1,95.44444444,5,rhipiduridae,5.5,,,,55.5,55.5,0,2
cheramoeca,Cheramoeca_leucosterna,Cheramoeca,leucosterna,3445.3,2.875,1,hirundinidae,14.1,,,,102,102.4,-0.001699785,0
chersomanes,Chersomanes_albofasciata,Chersomanes,albofasciata,3617.6,5.428571429,1,alaudidae,25.25,28.1,22.4,0.098458302,88,80,0.041392685,0
chersophilus,Chersophilus_duponti,Chersophilus,duponti,3273,1.875,5,alaudidae,39.4,,,,102.75,91.55,0.050123482,0
chiroxiphia,Chiroxiphia_boliviana,Chiroxiphia,boliviana,3100.8,74.33333333,5,pipridae,17.15,16.4,17.9,-0.038009183,,,,2
chiroxiphia,Chiroxiphia_caudata,Chiroxiphia,caudata,2584,95.71428571,5,pipridae,25.6,,,,77.4,73.7,0.021273473,2
chiroxiphia,Chiroxiphia_lanceolata,Chiroxiphia,lanceolata,1550.4,33.875,5,pipridae,18.5,,,,71.7,70.3,0.008563831,2
chiroxiphia,Chiroxiphia_linearis,Chiroxiphia,linearis,1722.7,72.77777778,5,pipridae,17.45,17,17.9,-0.02240411,70.6,71.1,-0.0030649,2
chiroxiphia,Chiroxiphia_pareola,Chiroxiphia,pareola,2239.5,96,5,pipridae,16.85,16.3,17.4,-0.028361644,73.75,71.15,0.01558712,2
chlamydera,Chlamydera_cerviniventris,Chlamydera,cerviniventris,2239.5,10.71428571,1,ptilonorhynchidae,156.5,162,151,0.030538067,147.7,143.4,0.012831344,1
chlamydera,Chlamydera_maculata,Chlamydera,maculata,2584,29,3,ptilonorhynchidae,140,139,141,-0.006204312,149.21,146.78,0.007131047,2
chlamydera,Chlamydera_nuchalis,Chlamydera,nuchalis,2239.5,60.875,1,ptilonorhynchidae,201,216,186,0.064940807,175.45,167.03,0.021358891,2
chlamydochaera,Chlamydochaera_jefferyi,Chlamydochaera,jefferyi,7321.3,100,2,turdidae,,,,,,,,2
chlorocharis,Chlorocharis_emiliae,Chlorocharis,emiliae,3014.65,78.89583333,4,zosteropidae,13.9,,,,,,,2
chlorochrysa,Chlorochrysa_calliparaea,Chlorochrysa,calliparaea,7407.4,95,4,thraupidae,17,,,,,,,2
chlorochrysa,Chlorochrysa_nitidissima,Chlorochrysa,nitidissima,7752,100,3,thraupidae,18.6,,,,,,,2
chlorochrysa,Chlorochrysa_phoenicotis,Chlorochrysa,phoenicotis,7579.7,100,5,thraupidae,21.8,,,,,,,2
chlorocichla,Chlorocichla_falkensteini,Chlorocichla,falkensteini,1894.9,95.22222222,1,pycnonotidae,31.7,,,,89.3,86,0.016353008,2
chlorocichla,Chlorocichla_flavicollis,Chlorocichla,flavicollis,2584,36.75,3,pycnonotidae,48.75,,,,108,103,0.020586531,1
chlorocichla,Chlorocichla_flaviventris,Chlorocichla,flaviventris,1722.7,30.57638889,4,pycnonotidae,39.45,42,36.9,0.056222924,103,96.6,0.027860098,2
chlorocichla,Chlorocichla_laetissima,Chlorocichla,laetissima,2239.5,100,5,pycnonotidae,50.2,,,,106,103,0.012468641,2
chlorocichla,Chlorocichla_simplex,Chlorocichla,simplex,1894.9,34.25,3,pycnonotidae,46.45,47.8,45.1,0.025251355,103,95.5,0.032833853,1
chloropeta,Chloropeta_natalensis,Chloropeta,natalensis,3100.8,28.66666667,5,sylviidae,11.7,,,,63.1,60,0.021878109,1
chloropeta,Chloropeta_similis,Chloropeta,similis,3531.45,44.5,4,sylviidae,11.1,,,,59.1,57.6,0.011164997,1
chlorophanes,Chlorophanes_spiza,Chlorophanes,spiza,6029.3,100,2,thraupidae,19,,,,73.2,70.2,0.018173969,2
chlorophonia,Chlorophonia_callophrys,Chlorophonia,callophrys,1550.4,100,1,thraupidae,25.8,,,,,,,2
chlorophonia,Chlorophonia_cyanea,Chlorophonia,cyanea,3445.3,82.125,3,thraupidae,14,,,,,,,2
chlorophonia,Chlorophonia_flavirostris,Chlorophonia,flavirostris,3789.8,10.25,3,thraupidae,11,,,,,,,2
chlorophonia,Chlorophonia_occipitalis,Chlorophonia,occipitalis,2411.75,89.05555556,2,thraupidae,25.8,,,,,,,2
chlorophonia,Chlorophonia_pyrrhophrys,Chlorophonia,pyrrhophrys,3789.8,100,4,thraupidae,17,,,,,,,2
chloropsis,Chloropsis_aurifrons,Chloropsis,aurifrons,3875.95,95.44444444,2,chloropseidae,32.5,36,29,0.093904503,93.5,89.33,0.019814277,2
chloropsis,Chloropsis_cochinchinensis,Chloropsis,cochinchinensis,3186.9,85.92361111,4,chloropseidae,23.125,,,,89,82.5,0.032936058,2
chloropsis,Chloropsis_cyanopogon,Chloropsis,cyanopogon,3445.3,92.375,5,chloropseidae,22,,,,,,,2
chloropsis,Chloropsis_flavipennis,Chloropsis,flavipennis,2928.5,81,2,chloropseidae,35.4,,,,,,,2
chloropsis,Chloropsis_hardwickii,Chloropsis,hardwickii,3617.6,57.55555556,5,chloropseidae,32.25,34.9,29.6,0.071533716,96.5,91,0.025485921,2
chloropsis,Chloropsis_jerdoni,Chloropsis,jerdoni,3273,49.33333333,5,chloropseidae,,,,,,,,2
chloropsis,Chloropsis_kinabaluensis,Chloropsis,kinabaluensis,3100.75,97.875,2,chloropseidae,,,,,,,,2
chloropsis,Chloropsis_palawanensis,Chloropsis,palawanensis,3445.3,88.77777778,2,chloropseidae,30.35,31.7,29,0.038661264,,,,2
chloropsis,Chloropsis_sonnerati,Chloropsis,sonnerati,2928.5,82.22222222,3,chloropseidae,43.2,,,,,,,2
chloropsis,Chloropsis_venusta,Chloropsis,venusta,3789.8,100,1,chloropseidae,,,,,,,,2
chlorornis,Chlorornis_riefferii,Chlorornis,riefferii,4478.9,70.625,5,thraupidae,53,,,,,,,2
chlorospingus,Chlorospingus_canigularis,Chlorospingus,canigularis,6459.95,100,4,thraupidae,18,,,,,,,2
chlorospingus,Chlorospingus_flavigularis,Chlorospingus,flavigularis,6890.6,93.55555556,5,thraupidae,25.6,,,,,,,2
chlorospingus,Chlorospingus_flavovirens,Chlorospingus,flavovirens,7579.7,96.77777778,1,thraupidae,25,,,,,,,2
chlorospingus,Chlorospingus_ophthalmicus,Chlorospingus,ophthalmicus,5857,100,5,thraupidae,20.875,22.3,22.1,0.003912589,,,,2
chlorospingus,Chlorospingus_parvirostris,Chlorospingus,parvirostris,4995.7,87.77777778,2,thraupidae,24,,,,,,,2
chlorospingus,Chlorospingus_pileatus,Chlorospingus,pileatus,6546.1,97.375,5,thraupidae,21,,,,,,,2
chlorospingus,Chlorospingus_semifuscus,Chlorospingus,semifuscus,9474.6,100,5,thraupidae,19,,,,,,,2
chlorothraupis,Chlorothraupis_carmioli,Chlorothraupis,carmioli,2497.85,58.125,4,cardinalidae,37.8,,,,,,,2
chlorothraupis,Chlorothraupis_frenata,Chlorothraupis,frenata,2067.2,92.77777778,5,thraupidae,37.8,,,,,,,2
chlorothraupis,Chlorothraupis_olivacea,Chlorothraupis,olivacea,2584,98.625,5,cardinalidae,39,,,,,,,2
chlorothraupis,Chlorothraupis_stolzmanni,Chlorothraupis,stolzmanni,6373.8,96.77777778,5,cardinalidae,38.8,,,,,,,2
chondestes,Chondestes_grammacus,Chondestes,grammacus,3617.6,15.75,5,emberizidae,29,,,,91.4,84.5,0.034089487,0
chrysomma,Chrysomma_altirostre,Chrysomma,altirostre,4478.9,37,4,timaliidae,,,,,,,,0
chrysomma,Chrysomma_poecilotis,Chrysomma,poecilotis,4995.7,64.75,1,timaliidae,,,,,,,,0
chrysomma,Chrysomma_sinense,Chrysomma,sinense,3273,40.75,5,timaliidae,17.2,,,,66,65.33,0.004431277,1
chrysomus,Chrysomus_icterocephalus,Chrysomus,icterocephalus,3962.1,22.6875,4,icteridae,31,35.4,26.6,0.124121625,87.87,76,0.063027034,1
chrysomus,Chrysomus_ruficapillus,Chrysomus,ruficapillus,4651.2,19.28571429,3,icteridae,36.75,,,,94.7,83,0.057271887,1
chrysothlypis,Chrysothlypis_salmoni,Chrysothlypis,salmoni,6718.4,92.875,5,thraupidae,12.5,,,,,,,1
chthonicola,Chthonicola_sagittatus,Chthonicola,sagittatus,3789.8,70.875,5,acanthizidae,13.3,13.7,12.9,0.026130857,61,59.5,0.010812869,2
cichladusa,Cichladusa_arquata,Cichladusa,arquata,2411.7,25.625,5,muscicapidae,34.2,,,,89,86,0.014891555,1
cichladusa,Cichladusa_guttata,Cichladusa,guttata,3100.8,5.222222222,5,muscicapidae,23.15,24.4,21.9,0.046945711,81,79.5,0.00811789,1
cichladusa,Cichladusa_ruficauda,Cichladusa,ruficauda,2583.95,4.444444444,4,muscicapidae,29.45,30.6,28.3,0.033934991,88.8,86.05,0.013662091,1
cichlocolaptes,Cichlocolaptes_leucophrus,Cichlocolaptes,leucophrus,3962.1,100,5,furnariidae,,,,,,,,2
cichlopsis,Cichlopsis_leucogenys,Cichlopsis,leucogenys,3445.3,93.33333333,5,turdidae,54.2,,,,107,108,-0.004039978,2
cicinnurus,Cicinnurus_magnificus,Cicinnurus,magnificus,2239.5,100,3,paradisaeidae,90.25,96.5,84,0.060248027,115.5,109.5,0.023167865,2
cicinnurus,Cicinnurus_regius,Cicinnurus,regius,1894.95,100,4,paradisaeidae,51.66666667,53,49,0.03407979,98,98,0,2
cicinnurus,Cicinnurus_respublica,Cicinnurus,respublica,1808.8,94.44444444,4,paradisaeidae,58.5,61,56,0.037141808,96,95,0.004547628,2
cinclidium,Cinclidium_diana,Cinclidium,diana,3445.3,84,4,muscicapidae,,,,,,,,2
cinclidium,Cinclidium_frontale,Cinclidium,frontale,2928.5,100,5,muscicapidae,25.4,,,,87,81.5,0.028361644,2
cinclidium,Cinclidium_leucurum,Cinclidium,leucurum,3445.3,62.33333333,5,muscicapidae,25.1,,,,94.5,89.5,0.023608773,2
cinclocerthia,Cinclocerthia_gutturalis,Cinclocerthia,gutturalis,2325.6,62.66666667,2,mimidae,69.2,,,,,,,2
cinclocerthia,Cinclocerthia_ruficauda,Cinclocerthia,ruficauda,3445.3,100,3,mimidae,55,,,,,,,2
cinclodes,Cinclodes_albidiventris,Cinclodes,albidiventris,4823.4,53.25,5,furnariidae,,,,,,,,0
cinclodes,Cinclodes_albiventris,Cinclodes,albiventris,6201.6,0,5,furnariidae,,,,,,,,0
cinclodes,Cinclodes_aricomae,Cinclodes,aricomae,4220.5,9.857142857,2,furnariidae,50,,,,,,,1
cinclodes,Cinclodes_atacamensis,Cinclodes,atacamensis,4478.9,0,1,furnariidae,53,,,,,,,0
cinclodes,Cinclodes_excelsior,Cinclodes,excelsior,4392.75,4.375,4,furnariidae,64,,,,,,,0
cinclodes,Cinclodes_fuscus,Cinclodes,fuscus,4909.6,0,4,furnariidae,30,,,,,,,0
cinclodes,Cinclodes_nigrofumosus,Cinclodes,nigrofumosus,3617.6,0,1,furnariidae,65,,,,,,,0
cinclodes,Cinclodes_olrogi,Cinclodes,olrogi,5857,3.444444444,1,furnariidae,28,,,,,,,0
cinclodes,Cinclodes_oustaleti,Cinclodes,oustaleti,8268.8,0,1,furnariidae,30.5,,,,,,,0
cinclodes,Cinclodes_pabsti,Cinclodes,pabsti,4392.8,35.38095238,4,furnariidae,40,,,,,,,0
cinclodes,Cinclodes_palliatus,Cinclodes,palliatus,3617.6,3.125,3,furnariidae,104,,,,,,,0
cinclodes,Cinclodes_patagonicus,Cinclodes,patagonicus,4565.05,5.5625,4,furnariidae,30.7,,,,,,,0
cinclodes,Cinclodes_taczanowskii,Cinclodes,taczanowskii,3617.6,0,1,furnariidae,64.5,,,,,,,0
cincloramphus,Cincloramphus_cruralis,Cincloramphus,cruralis,2928.5,15,5,sylviidae,53.6,74.8,32.4,0.363356588,107.93,82.68,0.115741709,0
cincloramphus,Cincloramphus_mathewsi,Cincloramphus,mathewsi,3445.3,25.5,5,sylviidae,30.25,37.6,22.9,0.215352363,94.6,79.35,0.076344205,0
cinclosoma,Cinclosoma_ajax,Cinclosoma,ajax,2756.2,100,5,cinclosomatidae,,,,,,,,2
cinclosoma,Cinclosoma_castaneothorax,Cinclosoma,castaneothorax,3100.75,19.42063492,2,cinclosomatidae,62.55,65,60.1,0.034038885,93.6,90.5,0.01462727,1
cinclosoma,Cinclosoma_castanotum,Cinclosoma,castanotum,2497.85,37.8125,4,cinclosomatidae,73.35,74.6,72.1,0.014803563,101.8,97.4,0.019188821,1
cinclosoma,Cinclosoma_cinnamomeum,Cinclosoma,cinnamomeum,2584,3.777777778,1,cinclosomatidae,56.2,56.85,55.55,0.010046406,87.6,85.3,0.011555075,0
cinclosoma,Cinclosoma_punctatum,Cinclosoma,punctatum,3273,100,5,cinclosomatidae,113.5,120,107,0.049797468,113.7,109.6,0.015949911,2
cinclus,Cinclus_cinclus,Cinclus,cinclus,4134.4,59.125,5,cinclidae,61.7,66.65,56.75,0.069834288,90.46,85.2,0.026016989,1
cinclus,Cinclus_leucocephalus,Cinclus,leucocephalus,4306.6,68.375,1,cinclidae,44,,,,,,,1
cinclus,Cinclus_mexicanus,Cinclus,mexicanus,3100.8,48.125,5,cinclidae,56.75,59.2,54.3,0.037521877,88.7,84.8,0.019527768,1
cinclus,Cinclus_pallasii,Cinclus,pallasii,5684.8,55.125,1,cinclidae,76,,,,99.29,94.89,0.019685064,1
cinclus,Cinclus_schulzi,Cinclus,schulzi,2239.5,38,1,cinclidae,37.6,,,,,,,1
cinnycerthia,Cinnycerthia_fulva,Cinnycerthia,fulva,3617.6,93.5,5,troglodytidae,16.6,18.4,14.8,0.094556108,,,,2
cinnycerthia,Cinnycerthia_olivascens,Cinnycerthia,olivascens,3445.3,100,5,troglodytidae,24.45,25.9,23,0.051571928,,,,2
cinnycerthia,Cinnycerthia_peruana,Cinnycerthia,peruana,2756.2,77.88888889,5,troglodytidae,19.5,20.6,18.4,0.049049397,,,,2
cinnycerthia,Cinnycerthia_unirufa,Cinnycerthia,unirufa,2928.5,75.55555556,5,troglodytidae,29.4,,,,,,,2
cinnyricinclus,Cinnyricinclus_femoralis,Cinnyricinclus,femoralis,4737.3,100,2,sturnidae,,,,,100,92,0.036212173,2
cinnyricinclus,Cinnyricinclus_leucogaster,Cinnyricinclus,leucogaster,2584,41.25,5,sturnidae,44,,,,104.5,98,0.027890215,1
cinnyricinclus,Cinnyricinclus_sharpii,Cinnyricinclus,sharpii,5512.5,55.46031746,2,sturnidae,44.5,,,,104,97.3,0.028920499,2
cissa,Cissa_chinensis,Cissa,chinensis,3273,100,3,corvidae,126.75,,,,147,146.5,0.00147971,2
cissa,Cissa_hypoleuca,Cissa,hypoleuca,2842.35,100,4,corvidae,125,,,,,,,2
cissa,Cissa_thalassina,Cissa,thalassina,4306.6,100,2,corvidae,125,,,,,,,2
cissopis,Cissopis_leverianus,Cissopis,leverianus,5857,100,5,thraupidae,76,,,,,,,2
cisticola,Cisticola_aberdare,Cisticola,aberdare,3445.3,34.57142857,1,cisticolidae,24,,,,72.5,63.1,0.060308647,0
cisticola,Cisticola_aberrans,Cisticola,aberrans,5168,27.625,5,cisticolidae,13.5,,,,57.84,51.8,0.047898525,0
cisticola,Cisticola_anonymus,Cisticola,anonymus,3100.8,100,5,cisticolidae,14,15.5,12.5,0.093421685,61.4,53.9,0.056579606,1
cisticola,Cisticola_aridulus,Cisticola,aridulus,4134.4,5.854166667,4,cisticolidae,9.25,8.3,10.2,-0.089522079,50.74,46.82,0.034919054,0
cisticola,Cisticola_ayresii,Cisticola,ayresii,4134.4,4.1875,4,cisticolidae,9.3,9.6,9,0.028028724,49.28,46.1,0.028969774,0
cisticola,Cisticola_bodessa,Cisticola,bodessa,3359.15,25.09027778,4,cisticolidae,17.5,21,14,0.176091259,66.8,54,0.092382703,0
cisticola,Cisticola_brachypterus,Cisticola,brachypterus,4823.4,12.25,5,cisticolidae,7.866666667,,,,51.34,45.54,0.052062838,1
cisticola,Cisticola_brunnescens,Cisticola,brunnescens,6890.6,22.33333333,5,cisticolidae,8,,,,53.8,49.07,0.039966218,0
cisticola,Cisticola_cantans,Cisticola,cantans,4823.4,6.5,5,cisticolidae,11.7,,,,56.67,52.83,0.030472602,0
cisticola,Cisticola_carruthersi,Cisticola,carruthersi,5168,1,3,cisticolidae,11.25,11.7,10.8,0.034762106,57.8,55,0.021565149,0
cisticola,Cisticola_cherina,Cisticola,cherina,7235.2,65.625,5,cisticolidae,10,,,,,,,0
cisticola,Cisticola_chiniana,Cisticola,chiniana,3789.8,17.44444444,5,cisticolidae,16.25,18.1,14.4,0.099316083,65.5,54.84,0.077143854,0
cisticola,Cisticola_chubbi,Cisticola,chubbi,3445.3,19.75,5,cisticolidae,16.1,17.5,14.7,0.075720714,61.9,56.75,0.037724783,1
cisticola,Cisticola_cinereolus,Cisticola,cinereolus,3617.6,4.625,3,cisticolidae,17.1,15.2,19,-0.096910013,62.9,53.9,0.06706188,0
cisticola,Cisticola_erythrops,Cisticola,erythrops,4995.7,16.875,5,cisticolidae,14.8,15.7,13.9,0.052884852,57.65,52.68,0.039153545,0
cisticola,Cisticola_exilis,Cisticola,exilis,3273,44.875,5,cisticolidae,7.05,7.4,6.7,0.043156917,46.8,44.25,0.024332578,1
cisticola,Cisticola_eximius,Cisticola,eximius,4478.9,16.33333333,1,cisticolidae,12,,,,49.9,46.1,0.03439962,0
cisticola,Cisticola_fulvicapilla,Cisticola,fulvicapilla,3445.3,21.71428571,5,cisticolidae,8.25,8.6,7.9,0.03687136,50.7,46.9,0.033835117,1
cisticola,Cisticola_galactotes,Cisticola,galactotes,5340.2,18.25,5,cisticolidae,13.275,15.1,11.45,0.120171461,60.57,54.39,0.046738515,
cisticola,Cisticola_guinea,Cisticola,guinea,6029.3,11.25,1,cisticolidae,9.3,,,,,,,0
cisticola,Cisticola_haesitatus,Cisticola,haesitatus,6890.6,10.375,1,cisticolidae,7,,,,48.7,46,0.02477113,0
cisticola,Cisticola_hunteri,Cisticola,hunteri,4134.4,26.97321429,4,cisticolidae,15.5,16.2,14.8,0.039253299,61.9,58.9,0.021575354,1
cisticola,Cisticola_juncidis,Cisticola,juncidis,6890.6,5.888888889,5,cisticolidae,8.4,,,,50.14,46.1,0.036483404,0
cisticola,Cisticola_lais,Cisticola,lais,3617.6,8.375,5,cisticolidae,14.925,16.5,13.35,0.092002679,61.51,54.2,0.05494644,0
cisticola,Cisticola_lateralis,Cisticola,lateralis,2584,21.71428571,5,cisticolidae,16.9,18.9,14.9,0.103275536,64.75,52.6,0.090254029,1
cisticola,Cisticola_nanus,Cisticola,nanus,4392.75,15.97321429,4,cisticolidae,5,,,,46.8,43.4,0.032756124,0
cisticola,Cisticola_natalensis,Cisticola,natalensis,3789.8,14.375,5,cisticolidae,16.9,20.8,13,0.204119983,71.75,59.75,0.079483996,0
cisticola,Cisticola_nigriloris,Cisticola,nigriloris,4478.9,23.625,3,cisticolidae,19.75,21.8,17.7,0.090483227,69,66.5,0.016027445,0
