scinam,genus_species,genus,species,peak_frequency,perc_forest_cover,n_ind,family,body_mass,body_mass_M,body_mass_F,SSD_bm,male_wing_avg,female_wing_avg,SSD,habitat_type 
lathrotriccus,Lathrotriccus_euleri,Lathrotriccus,euleri,3962.1,98.125,5,tyrannidae,11.35,,,,66.2,61.8,0.029869514,2
lathrotriccus,Lathrotriccus_griseipectus,Lathrotriccus,griseipectus,4134.4,63.88888889,5,tyrannidae,10.2,,,,,,,2
latoucheornis,Latoucheornis_siemsseni,Latoucheornis,siemsseni,6890.6,72,5,emberizidae,13.1,,,,,,,2
legatus,Legatus_leucophaius,Legatus,leucophaius,3789.8,100,5,tyrannidae,22.2,,,,86.3,81.03,0.027364957,2
leiothrix,Leiothrix_argentauris,Leiothrix,argentauris,3359.15,82.9375,2,timaliidae,28.4,,,,75.5,74,0.008715232,2
leiothrix,Leiothrix_lutea,Leiothrix,lutea,2756.2,54.125,5,timaliidae,21.4,21.3,21.5,-0.004058856,68.5,67.5,0.006386799,2
leonardina,Leonardina_woodi,Leonardina,woodi,8096.5,94.375,1,timaliidae,38.2,,,,,,,2
lepidocolaptes,Lepidocolaptes_affinis,Lepidocolaptes,affinis,5512.5,91.125,5,dendrocolaptidae,35,35.4,34.6,0.009927163,107.7,106.4,0.005274075,2
lepidocolaptes,Lepidocolaptes_albolineatus,Lepidocolaptes,albolineatus,3617.6,100,5,dendrocolaptidae,20.3,,,,,,,2
lepidocolaptes,Lepidocolaptes_angustirostris,Lepidocolaptes,angustirostris,2756.2,45.875,3,dendrocolaptidae,29.65,,,,,,,1
lepidocolaptes,Lepidocolaptes_falcinellus,Lepidocolaptes,falcinellus,3445.3,61.375,5,dendrocolaptidae,28,,,,,,,2
lepidocolaptes,Lepidocolaptes_lacrymiger,Lepidocolaptes,lacrymiger,6373.8,72.11111111,5,dendrocolaptidae,30.6,,,,,,,2
lepidocolaptes,Lepidocolaptes_leucogaster,Lepidocolaptes,leucogaster,4995.7,97.88888889,5,dendrocolaptidae,36,,,,,,,2
lepidocolaptes,Lepidocolaptes_souleyetii,Lepidocolaptes,souleyetii,3273,39.11111111,5,dendrocolaptidae,25.7,,,,91.98,88.97,0.014449815,1
lepidocolaptes,Lepidocolaptes_squamatus,Lepidocolaptes,squamatus,3100.8,6.666666667,5,dendrocolaptidae,25.6,,,,,,,2
lepidothrix,Lepidothrix_coeruleocapilla,Lepidothrix,coeruleocapilla,2153.3,100,2,pipridae,9.7,8.9,10.5,-0.071799292,53.4,55.7,-0.018313938,2
lepidothrix,Lepidothrix_coronata,Lepidothrix,coronata,3100.8,100,5,pipridae,8.35,8,8.7,-0.036429266,60.7,59.33,0.009914343,2
lepidothrix,Lepidothrix_iris,Lepidothrix,iris,2067.2,100,5,pipridae,8.9,,,,,,,2
lepidothrix,Lepidothrix_isidorei,Lepidothrix,isidorei,2411.7,100,4,pipridae,7.8,,,,,,,2
lepidothrix,Lepidothrix_nattereri,Lepidothrix,nattereri,2411.7,97.125,5,pipridae,8.4,8,8.8,-0.041392685,,,,2
lepidothrix,Lepidothrix_serena,Lepidothrix,serena,2239.5,100,5,pipridae,11.4,,,,,,,2
lepidothrix,Lepidothrix_suavissima,Lepidothrix,suavissima,3617.6,100,4,pipridae,8.5,,,,,,,2
lepidothrix,Lepidothrix_vilasboasi,Lepidothrix,vilasboasi,2411.7,100,3,pipridae,7,,,,,,,2
leptasthenura,Leptasthenura_aegithaloides,Leptasthenura,aegithaloides,6373.8,0,3,furnariidae,10.85,,,,,,,1
leptasthenura,Leptasthenura_andicola,Leptasthenura,andicola,4995.7,9.625,3,furnariidae,15.5,,,,,,,1
leptasthenura,Leptasthenura_fuliginiceps,Leptasthenura,fuliginiceps,6201.55,0,4,furnariidae,12.6,,,,,,,1
leptasthenura,Leptasthenura_platensis,Leptasthenura,platensis,6373.8,7.256944444,4,furnariidae,10.6,,,,,,,1
leptasthenura,Leptasthenura_setaria,Leptasthenura,setaria,5684.8,88.55555556,5,furnariidae,11,,,,,,,1
leptasthenura,Leptasthenura_striata,Leptasthenura,striata,6718.4,0,1,furnariidae,9,,,,,,,1
leptasthenura,Leptasthenura_striolata,Leptasthenura,striolata,7062.9,31.42857143,5,furnariidae,10.5,,,,,,,2
leptasthenura,Leptasthenura_xenothorax,Leptasthenura,xenothorax,5857,12.125,3,furnariidae,10.5,,,,,,,1
leptasthenura,Leptasthenura_yanacensis,Leptasthenura,yanacensis,5167.95,13.71428571,4,furnariidae,8.8,,,,,,,1
leptopogon,Leptopogon_amaurocephalus,Leptopogon,amaurocephalus,4134.4,100,3,tyrannidae,11.7,,,,64,60.6,0.02370735,2
leptopogon,Leptopogon_rufipectus,Leptopogon,rufipectus,5857,100,5,tyrannidae,13.4,,,,,,,2
leptopogon,Leptopogon_superciliaris,Leptopogon,superciliaris,4823.4,82.375,5,tyrannidae,11.7,,,,66.77,61.33,0.036908412,2
leptopogon,Leptopogon_taczanowskii,Leptopogon,taczanowskii,6029.3,61.55555556,1,tyrannidae,11.5,,,,,,,2
leucopsar,Leucopsar_rothschildi,Leucopsar,rothschildi,3273,65.57142857,3,sturnidae,91.3,,,,,,,1
leucosticte,Leucosticte_arctoa,Leucosticte,arctoa,2756.2,0,1,fringillidae,30.75,32.6,28.9,0.052319757,110.74,106.3,0.017771255,0
leucosticte,Leucosticte_atrata,Leucosticte,atrata,3962.1,5.875,1,fringillidae,25.25,25.1,25.4,-0.005159995,105.14,100.21,0.020856911,0
lichenostomus,Lichenostomus_chrysops,Lichenostomus,chrysops,3789.8,76.125,5,meliphagidae,17.3,,,,80.05,75.1,0.027721399,2
lichenostomus,Lichenostomus_cratitius,Lichenostomus,cratitius,3789.8,49.88888889,1,meliphagidae,20.4,21.9,18.9,0.063982311,84.9,79.95,0.026089222,1
lichenostomus,Lichenostomus_fasciogularis,Lichenostomus,fasciogularis,2756.2,30.11111111,1,meliphagidae,26.85,28.5,25.2,0.053444319,92.85,87.83,0.024139025,2
lichenostomus,Lichenostomus_flavicollis,Lichenostomus,flavicollis,1292,26.375,2,meliphagidae,28.95,32.6,25.3,0.110097079,104.66,92.82,0.052139166,2
lichenostomus,Lichenostomus_flavus,Lichenostomus,flavus,2928.5,37.77777778,3,meliphagidae,21.4,,,,86.23,79.93,0.032948573,2
lichenostomus,Lichenostomus_frenatus,Lichenostomus,frenatus,3100.8,97.71428571,5,meliphagidae,34.23333333,36.9,30.4,0.084152783,104.7,99,0.024311487,2
lichenostomus,Lichenostomus_fuscus,Lichenostomus,fuscus,2928.5,33.16666667,4,meliphagidae,17.75,19.3,16.2,0.076042294,81.8,77.9,0.021215846,2
lichenostomus,Lichenostomus_hindwoodi,Lichenostomus,hindwoodi,4478.9,85.59027778,2,meliphagidae,22.95,24.5,21.4,0.058752311,90.55,83.6,0.034682177,2
lichenostomus,Lichenostomus_leucotis,Lichenostomus,leucotis,1550.4,76.125,5,meliphagidae,24,26.5,21.5,0.090807414,91.82,85.34,0.03178465,2
lichenostomus,Lichenostomus_melanops,Lichenostomus,melanops,3445.3,97.77777778,1,meliphagidae,32.35,34.1,30.6,0.047032953,90.92,87.12,0.01854156,2
lichenostomus,Lichenostomus_obscurus,Lichenostomus,obscurus,2928.5,82.125,1,meliphagidae,26.4,,,,,,,2
lichenostomus,Lichenostomus_ornatus,Lichenostomus,ornatus,2239.5,33.375,3,meliphagidae,17.65,18.4,16.9,0.036931118,86.27,80.67,0.029147741,2
lichenostomus,Lichenostomus_penicillatus,Lichenostomus,penicillatus,3014.65,36.45535714,4,meliphagidae,19.4,20.6,18.2,0.053795832,81.64,76.9,0.025976656,2
lichenostomus,Lichenostomus_subfrenatus,Lichenostomus,subfrenatus,2928.5,72.42857143,5,meliphagidae,29.8,32.6,27,0.081853836,,,,2
lichenostomus,Lichenostomus_unicolor,Lichenostomus,unicolor,2928.5,52.11111111,3,meliphagidae,30.75,32.4,29.1,0.046652021,98.8,91.2,0.034762106,2
lichenostomus,Lichenostomus_versicolor,Lichenostomus,versicolor,2239.5,61.88888889,3,meliphagidae,36.86666667,35.5,32.8,0.034354509,103.5,97.15,0.027497545,1
lichenostomus,Lichenostomus_virescens,Lichenostomus,virescens,2497.85,5.638888889,2,meliphagidae,23.4,25.1,21.7,0.063213988,91.32,85.6,0.028092138,1
lichmera,Lichmera_alboauricularis,Lichmera,alboauricularis,6373.8,80,1,meliphagidae,14.775,,,,,,,1
lichmera,Lichmera_flavicans,Lichmera,flavicans,2756.2,59.625,1,meliphagidae,14.2,,,,,,,2
lichmera,Lichmera_incana,Lichmera,incana,3100.75,54.875,4,meliphagidae,13.1,,,,,,,1
lichmera,Lichmera_indistincta,Lichmera,indistincta,4651.2,57.85714286,5,meliphagidae,11.2,11.8,10.6,0.046576142,67.96,61.88,0.040703065,1
lichmera,Lichmera_limbata,Lichmera,limbata,2928.5,84.125,3,meliphagidae,13.5,,,,,,,1
lichmera,Lichmera_lombokia,Lichmera,lombokia,6029.3,100,1,meliphagidae,15.25,,,,,,,2
lichmera,Lichmera_monticola,Lichmera,monticola,3273,100,1,meliphagidae,,,,,,,,2
lichmera,Lichmera_notabilis,Lichmera,notabilis,7235.2,88,1,meliphagidae,12,,,,,,,2
lichmera,Lichmera_squamata,Lichmera,squamata,3100.8,88,5,meliphagidae,13.7,,,,,,,1
limnoctites,Limnoctites_rectirostris,Limnoctites,rectirostris,5598.6,16.83333333,4,furnariidae,18.5,,,,,,,0
limnornis,Limnornis_curvirostris,Limnornis,curvirostris,2928.5,16.28571429,3,furnariidae,28.6,,,,,,,0
limnothlypis,Limnothlypis_swainsonii,Limnothlypis,swainsonii,4823.4,100,5,parulidae,18.9,,,,70.7,69.2,0.009313319,2
linurgus,Linurgus_olivaceus,Linurgus,olivaceus,6287.7,38.88194444,2,fringillidae,20.3,,,,75.1,72.7,0.014105526,2
liocichla,Liocichla_bugunorum,Liocichla,bugunorum,2756.2,60.5,1,timaliidae,,,,,,,,1
liocichla,Liocichla_omeiensis,Liocichla,omeiensis,2584,78,5,timaliidae,,,,,,,,2
liocichla,Liocichla_phoenicea,Liocichla,phoenicea,2411.7,100,5,timaliidae,48.5,,,,88.25,84,0.021435428,2
liocichla,Liocichla_steerii,Liocichla,steerii,3962.1,87.85714286,5,timaliidae,31.4,32.4,30.4,0.027671427,,,,2
lioptilus,Lioptilus_nigricapillus,Lioptilus,nigricapillus,3100.8,40.375,3,timaliidae,29.65,28.9,30.4,-0.021975741,,,,2
liosceles,Liosceles_thoracicus,Liosceles,thoracicus,1378.1,100,5,rhinocryptidae,40.5,,,,,,,2
lipaugus,Lipaugus_fuscocinereus,Lipaugus,fuscocinereus,2842.35,100,4,cotingidae,138,,,,179,178.9,0.00024269,2
lipaugus,Lipaugus_lanioides,Lipaugus,lanioides,2411.7,84,5,cotingidae,94.8,,,,135.5,133.2,0.00743507,2
lipaugus,Lipaugus_streptophorus,Lipaugus,streptophorus,5340.2,100,3,cotingidae,57.2,,,,123.9,122.2,0.0060001,2
lipaugus,Lipaugus_unirufus,Lipaugus,unirufus,2584,100,5,cotingidae,82.1,,,,130.65,127.2,0.011622303,2
lipaugus,Lipaugus_uropygialis,Lipaugus,uropygialis,6373.8,100,1,cotingidae,125.5,116,135,-0.065875779,143,153,-0.029355393,2
lipaugus,Lipaugus_vociferans,Lipaugus,vociferans,2411.7,100,5,cotingidae,75.7,,,,124.35,119.95,0.015645537,2
lipaugus,Lipaugus_weberi,Lipaugus,weberi,2928.5,97.11111111,3,cotingidae,72.1,,,,,,,2
lochmias,Lochmias_nematura,Lochmias,nematura,6201.6,100,5,furnariidae,22,,,,67.9,64.7,0.020965494,2
locustella,Locustella_certhiola,Locustella,certhiola,5684.8,9.875,5,sylviidae,14.4,,,,65.8,62.5,0.022345876,1
locustella,Locustella_fasciolata,Locustella,fasciolata,3100.8,40.25,5,sylviidae,27.15,27.6,26.7,0.014397821,79.2,76.1,0.017340525,1
locustella,Locustella_fluviatilis,Locustella,fluviatilis,5857,30.11111111,5,sylviidae,16.1,,,,74.55,73.6,0.005569833,1
locustella,Locustella_lanceolata,Locustella,lanceolata,6890.6,46,5,sylviidae,10.3,,,,55.2,54.1,0.008741813,0
locustella,Locustella_luscinioides,Locustella,luscinioides,3962.1,21.66666667,5,sylviidae,13.9,,,,69.9,66.1,0.024275716,0
locustella,Locustella_naevia,Locustella,naevia,5684.8,15.50694444,4,sylviidae,13.1,,,,61.43,59.6,0.013134256,1
locustella,Locustella_ochotensis,Locustella,ochotensis,4995.7,56.02380952,4,sylviidae,18.5,,,,72.2,67.9,0.026667423,0
locustella,Locustella_pleskei,Locustella,pleskei,4651.2,62.14285714,3,sylviidae,20,,,,,,,0
locustella,Locustella_pryeri,Locustella,pryeri,6718.4,19,3,sylviidae,12.425,13.45,11.4,0.071817433,,,,0
lonchura,Lonchura_cantans,Lonchura,cantans,6373.8,2.625,1,estrildidae,12,,,,54.6,54.15,0.003594182,0
lonchura,Lonchura_castaneothorax,Lonchura,castaneothorax,2928.5,80.625,1,estrildidae,13.6,,,,54.9,54.2,0.005573058,0
lonchura,Lonchura_cucullata,Lonchura,cucullata,5684.75,0.5,2,estrildidae,9,,,,48.9,48,0.008067622,1
lonchura,Lonchura_forbesi,Lonchura,forbesi,4651.2,62.625,1,estrildidae,,,,,,,,0
lonchura,Lonchura_fringilloides,Lonchura,fringilloides,4048.25,59.95138889,2,estrildidae,16.8,,,,60.8,60.2,0.004307088,1
lonchura,Lonchura_kelaarti,Lonchura,kelaarti,3445.3,100,1,estrildidae,14.1,,,,56.75,57,-0.00190899,1
lonchura,Lonchura_maja,Lonchura,maja,3617.6,8.666666667,1,estrildidae,12.6,,,,,,,0
lonchura,Lonchura_malacca,Lonchura,malacca,5340.2,1.875,1,estrildidae,13.5,,,,57,54.5,0.019478353,1
lonchura,Lonchura_nana,Lonchura,nana,6546.1,96.44444444,1,estrildidae,8.2,,,,,,,1
lonchura,Lonchura_nigriceps,Lonchura,nigriceps,4306.6,14.66666667,1,estrildidae,9.2,,,,,,,1
lonchura,Lonchura_punctulata,Lonchura,punctulata,3617.6,5,1,estrildidae,12.8,,,,55,54.25,0.005962947,1
lonchura,Lonchura_spectabilis,Lonchura,spectabilis,3273,50.875,1,estrildidae,11.5,,,,,,,0
lonchura,Lonchura_striata,Lonchura,striata,4306.6,7.111111111,1,estrildidae,10.6,,,,52.75,53.75,-0.008156005,1
lonchura,Lonchura_tristissima,Lonchura,tristissima,5857,100,1,estrildidae,8.8,,,,,,,1
lophorina,Lophorina_superba,Lophorina,superba,2584,50.875,5,paradisaeidae,77.33333333,86.66666667,68,0.105343181,135.5,119.5,0.05457139,2
lophospingus,Lophospingus_griseocristatus,Lophospingus,griseocristatus,3789.8,14.375,3,emberizidae,17.9,,,,,,,0
lophospingus,Lophospingus_pusillus,Lophospingus,pusillus,4823.4,0,1,emberizidae,14.45,14.9,14,0.027058233,,,,1
lophotriccus,Lophotriccus_eulophotes,Lophotriccus,eulophotes,4651.2,97,5,tyrannidae,6,,,,,,,2
lophotriccus,Lophotriccus_galeatus,Lophotriccus,galeatus,3617.55,89.35714286,4,tyrannidae,6.6,,,,,,,2
lophotriccus,Lophotriccus_pileatus,Lophotriccus,pileatus,3100.8,100,5,tyrannidae,7.5,8.1,6.9,0.069635928,49.7,44.6,0.04702153,2
lophotriccus,Lophotriccus_vitiosus,Lophotriccus,vitiosus,4478.9,88.14285714,5,tyrannidae,6.7,,,,,,,2
lophozosterops,Lophozosterops_dohertyi,Lophozosterops,dohertyi,3100.8,65.875,3,zosteropidae,,,,,,,,2
lophozosterops,Lophozosterops_javanicus,Lophozosterops,javanicus,3617.6,68,3,zosteropidae,,,,,,,,2
lophozosterops,Lophozosterops_superciliaris,Lophozosterops,superciliaris,3273,86.5,3,zosteropidae,,,,,,,,2
loxia,Loxia_curvirostra,Loxia,curvirostra,4134.4,65,5,fringillidae,34.32,33.5,33.3,0.002600574,91.27,87.84,0.016635723,2
loxia,Loxia_leucoptera,Loxia,leucoptera,4134.4,82.625,4,fringillidae,28.975,28.35,29.6,-0.018738648,88.91,84.69,0.021118477,2
loxia,Loxia_pytyopsittacus,Loxia,pytyopsittacus,3617.6,80.5,3,fringillidae,53,,,,103.5,99.3,0.017991101,2
loxigilla,Loxigilla_barbadensis,Loxigilla,barbadensis,6546.1,0.5,2,emberizidae,15.65,,,,,,,1
loxigilla,Loxigilla_noctis,Loxigilla,noctis,7321.3,99.1875,2,emberizidae,16.66,,,,,,,2
loxigilla,Loxigilla_portoricensis,Loxigilla,portoricensis,3100.8,63.44444444,5,emberizidae,32.15,34.8,29.5,0.071757228,,,,2
loxigilla,Loxigilla_violacea,Loxigilla,violacea,7579.7,73.375,3,emberizidae,22.36666667,21.6,19.2,0.051152522,,,,2
loxioides,Loxioides_bailleui,Loxioides,bailleui,3789.8,16.375,3,fringillidae,37.85,38.1,37.6,0.005737131,89.5,86.3,0.01581224,2
loxipasser,Loxipasser_anoxanthus,Loxipasser,anoxanthus,7235.15,74.8125,2,emberizidae,11.4,,,,,,,2
loxops,Loxops_caeruleirostris,Loxops,caeruleirostris,7407.4,100,1,fringillidae,10.8,,,,61.4,60.4,0.007131433,2
loxops,Loxops_coccineus,Loxops,coccineus,3617.55,56.85714286,2,fringillidae,10.5,,,,63.6,60.2,0.023860624,2
lullula,Lullula_arborea,Lullula,arborea,3617.6,37.125,5,alaudidae,26.9,,,,96.91,92.7,0.019288859,1
luscinia,Luscinia_brunnea,Luscinia,brunnea,5340.2,100,5,muscicapidae,17.5,,,,,,,2
luscinia,Luscinia_calliope,Luscinia,calliope,4134.4,36.85714286,5,muscicapidae,22.4,,,,77.06,73.55,0.020246328,1
luscinia,Luscinia_cyane,Luscinia,cyane,4306.6,91.42857143,5,muscicapidae,14.8,,,,72.4,69.5,0.017753762,2
luscinia,Luscinia_luscinia,Luscinia,luscinia,3100.8,27.22222222,5,muscicapidae,25.4,,,,89.4,87.1,0.011319364,2
luscinia,Luscinia_megarhynchos,Luscinia,megarhynchos,2584,33,5,muscicapidae,19.63333333,,,,87.6,85.31,0.011504164,2
luscinia,Luscinia_pectardens,Luscinia,pectardens,3531.45,67.35714286,4,muscicapidae,,,,,,,,2
luscinia,Luscinia_pectoralis,Luscinia,pectoralis,4134.4,2.125,5,muscicapidae,23.35,,,,72.4,69.7,0.016505788,0
luscinia,Luscinia_ruficeps,Luscinia,ruficeps,2584,67.28571429,1,muscicapidae,18,,,,,,,2
luscinia,Luscinia_sibilans,Luscinia,sibilans,3100.8,12.5,5,muscicapidae,16.6,,,,68.9,68,0.005710309,2
luscinia,Luscinia_svecica,Luscinia,svecica,4651.2,11.22222222,5,muscicapidae,17.3,16.1,15.6,0.013701278,72.73,69.87,0.017422844,1
lycocorax,Lycocorax_pyrrhopterus,Lycocorax,pyrrhopterus,2411.7,99.8125,2,paradisaeidae,285.5,300.5,270.5,0.045677207,204.5,195.5,0.019546551,2
machaerirhynchus,Machaerirhynchus_flaviventer,Machaerirhynchus,flaviventer,4134.4,97.875,5,machaerirhynchidae,10.35,,,,59.5,59.4,0.000730521,2
machaerirhynchus,Machaerirhynchus_nigripectus,Machaerirhynchus,nigripectus,5512.5,88.375,5,machaerirhynchidae,12,,,,,,,2
machaeropterus,Machaeropterus_deliciosus,Machaeropterus,deliciosus,1550.4,43.55555556,5,pipridae,12.7,,,,63.3,61.7,0.011118546,2
machaeropterus,Machaeropterus_pyrocephalus,Machaeropterus,pyrocephalus,3445.3,88,5,pipridae,9.5,9.7,9.3,0.018288786,53.6,51.5,0.017357561,2
machaeropterus,Machaeropterus_regulus,Machaeropterus,regulus,4651.2,72.875,5,pipridae,9.35,9.6,9.1,0.023229841,50,52,-0.017033339,2
machetornis,Machetornis_rixosa,Machetornis,rixosa,6546.1,22.79285714,4,tyrannidae,29.6,,,,,,,0
mackenziaena,Mackenziaena_leachii,Mackenziaena,leachii,3445.3,100,5,thamnophilidae,67.2,,,,,,,2
mackenziaena,Mackenziaena_severa,Mackenziaena,severa,2670.1,88.95833333,4,thamnophilidae,51.8,,,,,,,2
macroagelaius,Macroagelaius_imthurni,Macroagelaius,imthurni,2928.5,100,4,icteridae,77.95,83.2,72.7,0.058588915,125.5,118.2,0.026026249,2
macroagelaius,Macroagelaius_subalaris,Macroagelaius,subalaris,3100.8,12.8,5,icteridae,62,,,,136.6,127.8,0.028919846,2
macronous,Macronous_bornensis,Macronous,bornensis,1722.7,100,5,timaliidae,16,,,,,,,2
macronous,Macronous_flavicollis,Macronous,flavicollis,1378.1,100,3,timaliidae,,,,,,,,2
macronous,Macronous_gularis,Macronous,gularis,2756.2,100,5,timaliidae,12,,,,59,56.5,0.018803564,2
macronous,Macronous_kelleyi,Macronous,kelleyi,1248.9,35.88888889,5,timaliidae,,,,,,,,2
macronous,Macronous_ptilosus,Macronous,ptilosus,839.8,100,5,timaliidae,18.6,,,,,,,2
macronous,Macronous_striaticeps,Macronous,striaticeps,3273,81,5,timaliidae,16.5,,,,,,,2
macronyx,Macronyx_ameliae,Macronyx,ameliae,3617.6,14.22222222,1,motacillidae,33.5,34.4,32.6,0.023340843,91,86.6,0.0215235,0
macronyx,Macronyx_capensis,Macronyx,capensis,2756.2,0,3,motacillidae,50.1,52.5,47.7,0.041640924,100,95.5,0.019996628,0
macronyx,Macronyx_croceus,Macronyx,croceus,3273,20.75,5,motacillidae,47.1,,,,99.9,96.6,0.014588362,0
macronyx,Macronyx_fuellebornii,Macronyx,fuellebornii,2842.35,35.25,2,motacillidae,55.25,57.9,52.6,0.04169282,105.5,99.8,0.024121918,0
macrosphenus,Macrosphenus_concolor,Macrosphenus,concolor,3100.8,100,5,sylviidae,13.9,,,,57.2,55.6,0.012321237,2
macrosphenus,Macrosphenus_flavicans,Macrosphenus,flavicans,2239.5,100,3,sylviidae,13.4,14.3,12.5,0.058426024,61,55.6,0.040255043,2
macrosphenus,Macrosphenus_kempi,Macrosphenus,kempi,2239.5,100,5,sylviidae,12.65,13.4,11.9,0.051557837,59.1,53.75,0.041209012,2
macrosphenus,Macrosphenus_kretschmeri,Macrosphenus,kretschmeri,3875.95,86.22222222,2,sylviidae,20,,,,65.1,63.9,0.00808013,2
malacocincla,Malacocincla_abbotti,Malacocincla,abbotti,2153.35,97.9375,4,timaliidae,28.025,,,,,,,2
malacocincla,Malacocincla_cinereiceps,Malacocincla,cinereiceps,3014.65,88.77777778,2,timaliidae,24,,,,,,,2
malacocincla,Malacocincla_malaccensis,Malacocincla,malaccensis,2928.5,100,5,timaliidae,21.4,,,,,,,2
malacocincla,Malacocincla_sepiaria,Malacocincla,sepiaria,2928.5,100,5,timaliidae,25.5,,,,,,,2
malaconotus,Malaconotus_alius,Malaconotus,alius,2411.7,100,1,malaconotidae,,,,,,,,2
malaconotus,Malaconotus_blanchoti,Malaconotus,blanchoti,1227.4,11,5,malaconotidae,78.7,,,,124.5,124.5,0,1
malaconotus,Malaconotus_cruentus,Malaconotus,cruentus,990.5,61.42857143,1,malaconotidae,76.7,,,,111,109,0.007896481,2
malaconotus,Malaconotus_gladiator,Malaconotus,gladiator,1152.05,88.94444444,2,malaconotidae,99,,,,,,,2
malacopteron,Malacopteron_affine,Malacopteron,affine,2756.2,86,5,timaliidae,17.475,,,,,,,2
malacopteron,Malacopteron_albogulare,Malacopteron,albogulare,3100.8,100,3,timaliidae,16.5,,,,,,,2
malacopteron,Malacopteron_cinereum,Malacopteron,cinereum,3273,94.88888889,5,timaliidae,18.1,,,,,,,2
malacopteron,Malacopteron_magnirostre,Malacopteron,magnirostre,2928.5,93.44444444,5,timaliidae,19.4,20.8,18,0.06279083,,,,2
malacopteron,Malacopteron_magnum,Malacopteron,magnum,2756.2,100,5,timaliidae,27.2,,,,,,,2
malacopteron,Malacopteron_palawanense,Malacopteron,palawanense,2670.1,76.77777778,4,timaliidae,32.4,,,,,,,2
malcorus,Malcorus_pectoralis,Malcorus,pectoralis,4995.7,0,5,cisticolidae,10.15,10.7,9.6,0.047112545,51.4,49.4,0.01723617,0
malia,Malia_grata,Malia,grata,2411.7,100,5,timaliidae,,,,,,,,2
malimbus,Malimbus_cassini,Malimbus,cassini,4651.2,96,1,ploceidae,31.75,34,29.5,0.061656901,90.7,89,0.00821728,2
malimbus,Malimbus_malimbicus,Malimbus,malimbicus,4823.4,100,1,ploceidae,36.2,38.8,33.6,0.062492448,84,78.6,0.02885674,2
malimbus,Malimbus_nitens,Malimbus,nitens,4306.6,72,3,ploceidae,38.1,42.6,33.6,0.103070322,89.8,81.8,0.040523033,2
malimbus,Malimbus_racheliae,Malimbus,racheliae,4995.7,100,1,ploceidae,26,,,,79.6,79.2,0.002187886,2
malimbus,Malimbus_rubricollis,Malimbus,rubricollis,4995.7,100,2,ploceidae,42.2,,,,102.83,98.89,0.016967459,2
malimbus,Malimbus_scutatus,Malimbus,scutatus,2756.2,100,1,ploceidae,30,,,,90.8,88.7,0.010162229,2
malurus,Malurus_alboscapulatus,Malurus,alboscapulatus,5684.8,74.83333333,2,maluridae,9.4,9,8.3,0.035164417,48.26,46.54,0.015760939,0
malurus,Malurus_amabilis,Malurus,amabilis,7579.7,70.875,3,maluridae,8.65,9.1,8.2,0.04522754,51.3,49.73,0.013498906,2
malurus,Malurus_coronatus,Malurus,coronatus,6029.3,64.75,1,maluridae,11.1,11.4,10.8,0.023481096,54.95,52.32,0.021299961,1
malurus,Malurus_cyaneus,Malurus,cyaneus,7235.2,38.25,5,maluridae,10.36666667,11.3,10.5,0.031889144,52.74,51.17,0.013124708,2
malurus,Malurus_cyanocephalus,Malurus,cyanocephalus,2411.7,83.75,3,maluridae,12.45,13.3,11.6,0.059393652,58.9,55.77,0.02371465,2
malurus,Malurus_elegans,Malurus,elegans,6546.1,48.15277778,4,maluridae,9.6,9.9,9.3,0.027152246,51.88,50.04,0.015682666,2
malurus,Malurus_lamberti,Malurus,lamberti,6632.25,54.75,4,maluridae,8.05,8.4,8,0.021189299,48.41,46.86,0.014132798,1
malurus,Malurus_leucopterus,Malurus,leucopterus,4737.3,19.33333333,4,maluridae,7.4,,,,45.19,43.71,0.014461535,0
malurus,Malurus_melanocephalus,Malurus,melanocephalus,7149.05,96.875,4,maluridae,7.9,,,,43.28,42.25,0.010460539,1
malurus,Malurus_pulcherrimus,Malurus,pulcherrimus,7665.8,48.625,2,maluridae,9.2,9.4,9,0.018885344,50.48,49.14,0.011684194,2
malurus,Malurus_splendens,Malurus,splendens,6373.85,43.875,4,maluridae,9.425,9.8,9.05,0.034577496,51.61,49.66,0.016727144,2
manacus,Manacus_aurantiacus,Manacus,aurantiacus,3789.8,100,1,pipridae,15,,,,46.55,49.2,-0.024045417,2
manacus,Manacus_candei,Manacus,candei,4565.05,88.375,4,pipridae,19.85,18.8,20.9,-0.045988437,,,,2
manacus,Manacus_manacus,Manacus,manacus,3617.55,99.5,4,pipridae,,,,,52.4,54.7,-0.018656039,2
manacus,Manacus_vitellinus,Manacus,vitellinus,4134.4,96.42857143,5,pipridae,18.2,19.3,17.1,0.052561199,55.27,55.85,-0.004533713,2
mandingoa,Mandingoa_nitidula,Mandingoa,nitidula,7235.2,85.22222222,2,estrildidae,9.6,,,,51.7,51.65,0.000420217,2
manorina,Manorina_flavigula,Manorina,flavigula,2670.15,37.58035714,2,meliphagidae,56.125,59.5,52.75,0.052294502,131.18,124,0.024445941,2
manorina,Manorina_melanocephala,Manorina,melanocephala,2670.1,17.61111111,4,meliphagidae,60.3,63.4,57.2,0.044693229,138.5,132.13,0.020448338,2
manorina,Manorina_melanophrys,Manorina,melanophrys,2928.5,90.625,5,meliphagidae,30.45,32.3,28.6,0.052836489,98.38,93.38,0.022652949,2
