species_code,UrbanIndex1,UrbanIndex2,UrbanIndex3,UrbanIndex4,UrbanIndex5,UrbanIndex6,PC1_scores,mean_br_occur,scientific_name,order,family,genus,common_name,test_spp,br_rng_extent,breeding_start_dt,breeding_end_dt,year_round_start_dt,year_round_end_dt,run_name
cangoo,0.42924509,0.102550933,6.175589134,0.087331039,0.08631092,1.131030395,1.477478833,NA,Branta canadensis,Anseriformes,Anatidae,Branta,Canada Goose,no,100,5/17/2018,8/3/2018,NA,NA,cangoo-ERD2018-EBIRD_SCIENCE-20191101-20ed4a75
mutswa,1.140485393,1.999270911,7.100836627,0.778563862,0.850108493,1.837326713,3.131330644,0.817736016,Cygnus olor,Anseriformes,Anatidae,Cygnus,Mute Swan,no,99,NA,NA,1/4/2018,12/28/2018,mutswa-ERD2018-EBIRD_SCIENCE-20191104-378b20fa
truswa,-1.081065036,-2,6.457150748,0.023313026,0.025365808,0.308698354,-0.937337458,0.20890937,Cygnus buccinator,Anseriformes,Anatidae,Cygnus,Trumpeter Swan,no,100,5/17/2018,9/7/2018,NA,NA,truswa-ERD2018-EBIRD_SCIENCE-20191030-90bf85a7
wooduc,0.539182918,0.350121946,7.026230838,0.188216622,0.317260582,1.246620686,1.743509213,NA,Aix sponsa,Anseriformes,Anatidae,Aix,Wood Duck,no,99,4/26/2018,8/17/2018,NA,NA,wooduc-ERD2018-EBIRD_SCIENCE-20191030-e29a115f
buwtea,-1.844061851,-1.990030901,6.200400343,0.055404723,0.024243407,0.54922969,-1.095003472,0.305111041,Spatula discors,Anseriformes,Anatidae,Spatula,Blue-winged Teal,no,97,6/14/2018,7/13/2018,NA,NA,buwtea-ERD2018-EBIRD_SCIENCE-20191026-e03b029e
cintea,-0.370802552,-0.445917182,6.081053032,0.052822427,0.064817692,0.753046252,0.291610958,0.551571893,Spatula cyanoptera,Anseriformes,Anatidae,Spatula,Cinnamon Teal,no,50,5/24/2018,7/6/2018,NA,NA,cintea-ERD2018-EBIRD_SCIENCE-20191105-145ef846
norsho,-1.802522053,-2,5.476107044,0.032402994,0.023825083,0.420633576,-1.273463061,NA,Spatula clypeata,Anseriformes,Anatidae,Spatula,Northern Shoveler,no,97,6/7/2018,7/20/2018,NA,NA,norsho-ERD2018-EBIRD_SCIENCE-20191103-421d971b
gadwal,-1.336645154,-1.939555574,6.118179498,0.055920003,0.033109769,0.498220901,-0.813712493,0.5566163,Mareca strepera,Anseriformes,Anatidae,Mareca,Gadwall,no,99,6/7/2018,7/27/2018,NA,NA,gadwal-ERD2018-EBIRD_SCIENCE-20191103-481aa100
amewig,-1.648266327,-1.971031803,6.152246351,0.022997792,0.010391004,0.420575751,-1.162931818,0.454291628,Mareca americana,Anseriformes,Anatidae,Mareca,American Wigeon,no,99,5/31/2018,8/3/2018,NA,NA,amewig-ERD2018-EBIRD_SCIENCE-20191103-90051c9b
mallar3,0.667988031,0.558123136,6.608904682,0.106765313,0.17477289,1.243078704,1.830146203,NA,Anas platyrhynchos,Anseriformes,Anatidae,Anas,Mallard,urban,99,6/7/2018,8/3/2018,NA,NA,mallar3-ERD2018-EBIRD_SCIENCE-20191101-708131f3
mexduc,1.004549561,0.732415001,6.043840331,0.148960909,0.219685968,1.324993411,2.204165736,NA,Anas diazi,Anseriformes,Anatidae,Anas,Mexican Duck,no,23,NA,NA,1/4/2018,12/28/2018,mexduc-ERD2018-EBIRD_SCIENCE-20191109-c1d8d500
ambduc,-0.279898119,-0.218034199,6.300294259,0.094428624,0.130489115,0.688099205,0.251627341,NA,Anas rubripes,Anseriformes,Anatidae,Anas,American Black Duck,no,99,6/7/2018,7/20/2018,NA,NA,ambduc-ERD2018-EBIRD_SCIENCE-20191029-e2ed9548
motduc,0.431624643,0.30697755,6.873772057,0.471320042,0.600096211,1.126577388,1.471974087,NA,Anas fulvigula,Anseriformes,Anatidae,Anas,Mottled Duck,no,88,NA,NA,1/4/2018,12/28/2018,motduc-ERD2018-EBIRD_SCIENCE-20191105-f26b05f2
norpin,-1.915843504,-2,5.870084087,0.010453857,0.007121253,0.249809733,-1.631365837,0.059190215,Anas acuta,Anseriformes,Anatidae,Anas,Northern Pintail,no,99,6/7/2018,7/20/2018,NA,NA,norpin-ERD2018-EBIRD_SCIENCE-20191104-e1db18cd
gnwtea,-1.799236152,-2,5.769319863,0.01540478,0.010835955,0.2793354,-1.499926389,0.303623359,Anas crecca,Anseriformes,Anatidae,Anas,Green-winged Teal,no,99,6/7/2018,7/27/2018,NA,NA,gnwtea-ERD2018-EBIRD_SCIENCE-20191103-8d623ff8
canvas,-1.851548462,-2,6.223443934,0.032930663,0.021398266,0.52337577,-1.142240637,NA,Aythya valisineria,Anseriformes,Anatidae,Aythya,Canvasback,no,100,6/7/2018,8/31/2018,NA,NA,canvas-ERD2018-EBIRD_SCIENCE-20191105-4eb1360b
redhea,-1.796589619,-2,5.611149204,0.044830741,0.021734391,0.452842874,-1.21704851,0.238491138,Aythya americana,Anseriformes,Anatidae,Aythya,Redhead,no,99,5/31/2018,8/31/2018,NA,NA,redhea-ERD2018-EBIRD_SCIENCE-20191029-6d235b26
rinduc,-1.804020967,-1.985540245,6.669487206,0.021860582,0.012042302,0.313644503,-1.447797292,0.24691358,Aythya collaris,Anseriformes,Anatidae,Aythya,Ring-necked Duck,no,100,6/14/2018,7/27/2018,NA,NA,rinduc-ERD2018-EBIRD_SCIENCE-20191103-9f256851
lessca,-1.758424583,-2,6.012119977,0.032873583,0.0187113,0.45450764,-1.186982417,NA,Aythya affinis,Anseriformes,Anatidae,Aythya,Lesser Scaup,no,100,6/7/2018,7/27/2018,NA,NA,lessca-ERD2018-EBIRD_SCIENCE-20191103-98c9bc5d
comeid,-1.417133118,-2,6.381171226,0.0062969,0.010133328,0.148421782,-1.437903179,NA,Somateria mollissima,Anseriformes,Anatidae,Somateria,Common Eider,no,92,6/7/2018,8/31/2018,NA,NA,comeid-ERD2018-EBIRD_SCIENCE-20191105-1f6d42f0
harduc,-1.859467525,-2,5.744176742,0.003742055,0.003001332,0.155473606,-1.743704621,NA,Histrionicus histrionicus,Anseriformes,Anatidae,Histrionicus,Harlequin Duck,no,97,5/31/2018,9/7/2018,NA,NA,harduc-ERD2018-EBIRD_SCIENCE-20191108-cf76de4d
buffle,-1.903127502,-2,6.301893103,0.020185826,0.010703694,0.320663255,-1.507505551,NA,Bucephala albeola,Anseriformes,Anatidae,Bucephala,Bufflehead,no,100,6/7/2018,9/7/2018,NA,NA,buffle-ERD2018-EBIRD_SCIENCE-20191103-76984696
comgol,-1.460202225,-1.935987436,5.252410566,0.015348924,0.016522772,0.454791681,-0.972651516,0.876923077,Bucephala clangula,Anseriformes,Anatidae,Bucephala,Common Goldeneye,no,99,5/31/2018,9/28/2018,NA,NA,comgol-ERD2018-EBIRD_SCIENCE-20191103-accd7641
bargol,-1.548440048,-2,3.486785067,0.004030162,0.003710896,0.303473117,-1.280978441,0.446581197,Bucephala islandica,Anseriformes,Anatidae,Bucephala,Barrow's Goldeneye,no,99,5/31/2018,7/20/2018,NA,NA,bargol-ERD2018-EBIRD_SCIENCE-20191108-57c9ffb3
hoomer,-0.058999366,-0.055446408,6.096607527,0.12873139,0.127540022,1.035603197,0.972797227,NA,Lophodytes cucullatus,Anseriformes,Anatidae,Lophodytes,Hooded Merganser,no,99,5/31/2018,8/31/2018,NA,NA,hoomer-ERD2018-EBIRD_SCIENCE-20191103-c76d0aee
commer,-0.239890065,-0.330764847,5.991348329,0.028248053,0.041055041,0.570266135,0.08949905,NA,Mergus merganser,Anseriformes,Anatidae,Mergus,Common Merganser,no,99,6/7/2018,9/28/2018,NA,NA,commer-ERD2018-EBIRD_SCIENCE-20191103-150d2fe1
rebmer,-1.839583148,-2,6.231401634,0.006100184,0.003153198,0.127821664,-1.774224349,NA,Mergus serrator,Anseriformes,Anatidae,Mergus,Red-breasted Merganser,no,98,6/7/2018,7/20/2018,NA,NA,rebmer-ERD2018-EBIRD_SCIENCE-20191103-79149b24
rudduc,-1.098600649,-1.979649256,6.38364427,0.076787724,0.049723816,0.608517161,-0.464383295,NA,Oxyura jamaicensis,Anseriformes,Anatidae,Oxyura,Ruddy Duck,no,90,5/31/2018,9/7/2018,NA,NA,rudduc-ERD2018-EBIRD_SCIENCE-20191103-c634b0f9
mouqua,-1.811066873,-2,7.416523656,0.002066003,8.96E-05,0.021708424,-1.925614777,NA,Oreortyx pictus,Galliformes,Odontophoridae,Oreortyx,Mountain Quail,no,98,NA,NA,1/4/2018,12/28/2018,mouqua-ERD2018-EBIRD_SCIENCE-20191109-3ad6b020
norbob,-1.938234574,-2,5.660339135,0.079130962,0.012212532,0.358257698,-1.471801823,NA,Colinus virginianus,Galliformes,Odontophoridae,Colinus,Northern Bobwhite,no,76,NA,NA,1/4/2018,12/28/2018,norbob-ERD2018-EBIRD_SCIENCE-20191029-c42aaa6d
scaqua,-1.410374365,-1.527142778,4.661259129,0.033004047,0.039714072,0.625345486,-0.660720633,NA,Callipepla squamata,Galliformes,Odontophoridae,Callipepla,Scaled Quail,no,62,NA,NA,1/4/2018,12/28/2018,scaqua-ERD2018-EBIRD_SCIENCE-20191112-ddfcdd11
calqua,-0.12248807,-0.023366356,6.291236779,0.085926213,0.096034141,0.927986492,0.752990467,NA,Callipepla californica,Galliformes,Odontophoridae,Callipepla,California Quail,no,43,NA,NA,1/4/2018,12/28/2018,calqua-ERD2018-EBIRD_SCIENCE-20191104-c813cdd4
gamqua,0.669946801,0.559855492,7.307995719,0.081956421,0.211867934,1.218067417,1.791047386,NA,Callipepla gambelii,Galliformes,Odontophoridae,Callipepla,Gambel's Quail,no,68,NA,NA,1/4/2018,12/28/2018,gamqua-ERD2018-EBIRD_SCIENCE-20191109-9a9bf6f0
wiltur,-0.414308142,-0.12186564,6.742418349,0.112182157,0.100408981,0.816867679,0.363763934,NA,Meleagris gallopavo,Galliformes,Phasianidae,Meleagris,Wild Turkey,no,95,NA,NA,1/4/2018,12/28/2018,wiltur-ERD2018-EBIRD_SCIENCE-20191103-eb8904af
rufgro,-1.785066339,-1.900655127,4.573497422,0.017110272,0.001719763,0.338497158,-1.39395727,NA,Bonasa umbellus,Galliformes,Phasianidae,Bonasa,Ruffed Grouse,no,99,NA,NA,1/4/2018,12/28/2018,rufgro-ERD2018-EBIRD_SCIENCE-20191105-4524567a
saggro,-1.876212908,-2,4.649867643,0.00266339,0,0.11191849,-1.826247249,NA,Centrocercus urophasianus,Galliformes,Phasianidae,Centrocercus,Greater Sage-Grouse,nonurban,100,NA,NA,1/4/2018,12/28/2018,saggro-ERD2018-EBIRD_SCIENCE-20191030-96861f58
soogro1,-1.948139028,-2,3.755860303,0.001252889,0.000621243,0.035628103,-2.00137474,NA,Dendragapus fuliginosus,Galliformes,Phasianidae,Dendragapus,Sooty Grouse,no,98,NA,NA,1/4/2018,12/28/2018,soogro1-ERD2018-EBIRD_SCIENCE-20191112-ee1b1f54
shtgro,-1.975875752,-2,3.786426783,0.013332601,6.29E-05,0.462610574,-1.329806095,0.367063492,Tympanuchus phasianellus,Galliformes,Phasianidae,Tympanuchus,Sharp-tailed Grouse,no,100,NA,NA,1/4/2018,12/28/2018,shtgro-ERD2018-EBIRD_SCIENCE-20191112-c3e4de8e
grpchi,-1.994282817,-2,3.820696879,0.004168397,0,0.064304704,-1.988027673,0,Tympanuchus cupido,Galliformes,Phasianidae,Tympanuchus,Greater Prairie-Chicken,no,100,NA,NA,1/4/2018,12/28/2018,grpchi-ERD2018-EBIRD_SCIENCE-20191113-879b35df
grypar,-1.660793107,-1.911072375,5.177656844,0.033800781,0.011503051,0.587520202,-0.901563751,NA,Perdix perdix,Galliformes,Phasianidae,Perdix,Gray Partridge,no,100,NA,NA,1/4/2018,12/28/2018,grypar-ERD2018-EBIRD_SCIENCE-20191109-3b546fdc
rinphe,-1.817732668,-1.882759738,6.106462986,0.077916849,0.018658671,0.612012123,-0.97445087,NA,Phasianus colchicus,Galliformes,Phasianidae,Phasianus,Ring-necked Pheasant,no,100,NA,NA,1/4/2018,12/28/2018,rinphe-ERD2018-EBIRD_SCIENCE-20191105-0dc13e12
chukar,-1.641600054,-2,4.43461721,0.004895403,0.002120207,0.157242559,-1.584595749,NA,Alectoris chukar,Galliformes,Phasianidae,Alectoris,Chukar,no,100,NA,NA,1/4/2018,12/28/2018,chukar-ERD2018-EBIRD_SCIENCE-20191112-dfb2d920
pibgre,-0.024371188,-0.001582287,6.391076525,0.124536732,0.132358277,0.875483994,0.738332116,NA,Podilymbus podiceps,Podicipediformes,Podicipedidae,Podilymbus,Pied-billed Grebe,no,56,5/31/2018,6/28/2018,NA,NA,pibgre-ERD2018-EBIRD_SCIENCE-20191029-4b538e73
horgre,-1.76400061,-2,5.869898795,0.025074153,0.014545438,0.471743337,-1.163069602,0.269230769,Podiceps auritus,Podicipediformes,Podicipedidae,Podiceps,Horned Grebe,no,100,6/7/2018,7/27/2018,NA,NA,horgre-ERD2018-EBIRD_SCIENCE-20191104-cefe3258
rengre,-0.827666786,-2,5.502985148,0.016818031,0.022813936,0.449754742,-0.527183994,0.824542124,Podiceps grisegena,Podicipediformes,Podicipedidae,Podiceps,Red-necked Grebe,no,100,6/7/2018,7/6/2018,NA,NA,rengre-ERD2018-EBIRD_SCIENCE-20191105-66a6cc64
eargre,-1.652944656,-2,5.653516674,0.031056588,0.023688242,0.499343157,-1.03873009,NA,Podiceps nigricollis,Podicipediformes,Podicipedidae,Podiceps,Eared Grebe,no,95,5/31/2018,8/3/2018,NA,NA,eargre-ERD2018-EBIRD_SCIENCE-20191028-663a0dee
wesgre,-0.38689835,NA,6.172784556,0.063829146,0.063829146,0.76987527,0.307320912,NA,Aechmophorus occidentalis,Podicipediformes,Podicipedidae,Aechmophorus,Western Grebe,no,99,5/31/2018,7/20/2018,NA,NA,wesgre-ERD2018-EBIRD_SCIENCE-20191105-b282301a
clagre,-0.284464753,NA,6.624650607,0.138929676,0.138929676,0.844145321,0.501055163,NA,Aechmophorus clarkii,Podicipediformes,Podicipedidae,Aechmophorus,Clark's Grebe,no,94,5/3/2018,6/28/2018,NA,NA,clagre-ERD2018-EBIRD_SCIENCE-20191107-a2754db6
rocpig,1.196671359,0.82439429,7.059193602,0.258390886,0.748046018,1.662759511,2.888928507,NA,Columba livia,Columbiformes,Columbidae,Columba,Rock Pigeon,urban,51,NA,NA,1/4/2018,12/28/2018,rocpig-ERD2018-EBIRD_SCIENCE-20191102-919da217
batpig1,0.124779263,0.116100053,6.708425568,0.077515565,0.12474951,0.879196082,0.851307137,NA,Patagioenas fasciata,Columbiformes,Columbidae,Patagioenas,Band-tailed Pigeon,no,31,5/3/2018,8/10/2018,NA,NA,batpig1-ERD2018-EBIRD_SCIENCE-20191105-3969766e
eucdov,0.49768696,0.390795081,6.348441851,0.16979499,0.239140059,1.232853812,1.691456054,1.851753043,Streptopelia decaocto,Columbiformes,Columbidae,Streptopelia,Eurasian Collared-Dove,no,78,NA,NA,1/4/2018,12/28/2018,eucdov-ERD2018-EBIRD_SCIENCE-20191028-16b9a1bd
incdov,0.779090266,0.356367533,6.57758436,0.279288294,0.360831338,1.266313419,1.947450006,NA,Columbina inca,Columbiformes,Columbidae,Columbina,Inca Dove,no,33,NA,NA,1/4/2018,12/28/2018,incdov-ERD2018-EBIRD_SCIENCE-20191109-e0ab817a
whwdov,0.84173753,0.858065283,6.882375005,0.240974591,0.366976581,1.37268498,2.164636925,NA,Zenaida asiatica,Columbiformes,Columbidae,Zenaida,White-winged Dove,no,45,5/10/2018,8/31/2018,NA,NA,whwdov-ERD2018-EBIRD_SCIENCE-20191030-fb51f1a2
moudov,0.27633722,-0.123347108,7.037898955,0.1457541,0.095711836,1.165151557,1.42307675,NA,Zenaida macroura,Columbiformes,Columbidae,Zenaida,Mourning Dove,no,83,5/17/2018,9/7/2018,NA,NA,moudov-ERD2018-EBIRD_SCIENCE-20191029-e08f146c
greroa,-0.744606269,-0.424403794,6.508486384,0.075461067,0.06210864,0.648643908,-0.145533631,NA,Geococcyx californianus,Cuculiformes,Cuculidae,Geococcyx,Greater Roadrunner,no,61,NA,NA,1/4/2018,12/28/2018,greroa-ERD2018-EBIRD_SCIENCE-20191109-9a7d48fa
yebcuc,-0.897672385,-0.779546226,5.802194016,0.174162845,0.039074395,0.871887825,0.106218268,NA,Coccyzus americanus,Cuculiformes,Cuculidae,Coccyzus,Yellow-billed Cuckoo,no,80,6/28/2018,8/17/2018,NA,NA,yebcuc-ERD2018-EBIRD_SCIENCE-20191104-5cda9463
bkbcuc,-0.515640606,-0.444731675,6.373667105,0.115721633,0.073663229,0.755962653,0.192462831,NA,Coccyzus erythropthalmus,Cuculiformes,Cuculidae,Coccyzus,Black-billed Cuckoo,nonurban,100,6/14/2018,7/13/2018,NA,NA,bkbcuc-ERD2018-EBIRD_SCIENCE-20191109-bd43e63e
lesnig,-0.515264177,-0.405867537,6.407635355,0.12134286,0.092060207,0.870188883,0.377712001,1.1,Chordeiles acutipennis,Caprimulgiformes,Caprimulgidae,Chordeiles,Lesser Nighthawk,no,27,5/3/2018,8/3/2018,NA,NA,lesnig-ERD2018-EBIRD_SCIENCE-20191108-3d2d1383
comnig,-0.415338213,-0.677796439,5.995848824,0.093917499,0.017430171,1.001676138,0.662306066,1.168637033,Chordeiles minor,Caprimulgiformes,Caprimulgidae,Chordeiles,Common Nighthawk,no,97,6/21/2018,7/20/2018,NA,NA,comnig-ERD2018-EBIRD_SCIENCE-20191105-3cf8df7e
compoo,-0.714634296,-0.398468145,7.481797897,0.011347583,0.015912917,0.214836212,-0.826552106,NA,Phalaenoptilus nuttallii,Caprimulgiformes,Caprimulgidae,Phalaenoptilus,Common Poorwill,no,93,5/31/2018,7/6/2018,NA,NA,compoo-ERD2018-EBIRD_SCIENCE-20191109-3d0d9464
chwwid,-1.19163099,-0.902955468,5.987558171,0.141936159,0.103239967,0.580281685,-0.576825081,NA,Antrostomus carolinensis,Caprimulgiformes,Caprimulgidae,Antrostomus,Chuck-will's-widow,no,99,5/31/2018,7/6/2018,NA,NA,chwwid-ERD2018-EBIRD_SCIENCE-20191112-3f7bf8ba
whip-p1,-1.03803147,-0.708785467,6.643988973,0.094345408,0.040467998,0.464549068,-0.654089467,NA,Antrostomus vociferus,Caprimulgiformes,Caprimulgidae,Antrostomus,Eastern Whip-poor-will,no,100,5/31/2018,7/27/2018,NA,NA,whip-p1-ERD2018-EBIRD_SCIENCE-20191108-27b36f48
blkswi,-0.134646829,-0.193525362,5.592843881,0.043844444,0.08044568,0.753025564,0.460937132,NA,Cypseloides niger,Apodiformes,Apodidae,Cypseloides,Black Swift,no,66,6/14/2018,7/20/2018,NA,NA,blkswi-ERD2018-EBIRD_SCIENCE-20191108-b2958ca8
chiswi,1.218569533,0.937473634,6.92068015,0.314295881,1.22164367,1.573518989,2.760115755,NA,Chaetura pelagica,Apodiformes,Apodidae,Chaetura,Chimney Swift,urban,98,5/31/2018,7/13/2018,NA,NA,chiswi-ERD2018-EBIRD_SCIENCE-20191026-07dd1280
vauswi,0.8174493,0.963484982,6.380417575,0.05031975,0.135481131,1.09326269,1.694719031,NA,Chaetura vauxi,Apodiformes,Apodidae,Chaetura,Vaux's Swift,no,54,6/14/2018,8/3/2018,NA,NA,vauswi-ERD2018-EBIRD_SCIENCE-20191108-e8bb7b1c
whtswi,0.855760938,0.622542777,8.241843441,0.058068872,0.133943632,1.04702104,1.647310084,NA,Aeronautes saxatalis,Apodiformes,Apodidae,Aeronautes,White-throated Swift,no,67,5/3/2018,7/6/2018,NA,NA,whtswi-ERD2018-EBIRD_SCIENCE-20191109-1c0a4f7c
rthhum,0.013137368,-0.219886679,6.252481206,0.188682006,0.093966673,1.105406735,1.137570886,NA,Archilochus colubris,Apodiformes,Trochilidae,Archilochus,Ruby-throated Hummingbird,no,99,6/7/2018,7/27/2018,NA,NA,rthhum-ERD2018-EBIRD_SCIENCE-20191029-099317ba
bkchum,0.574835457,0.117109011,5.903473499,0.126109849,0.143268712,1.47733987,2.142706705,NA,Archilochus alexandri,Apodiformes,Trochilidae,Archilochus,Black-chinned Hummingbird,no,84,5/24/2018,7/20/2018,NA,NA,bkchum-ERD2018-EBIRD_SCIENCE-20191105-45166956
annhum,1.503110343,1.090371546,8.030501436,0.283936845,0.803772049,2.179977956,3.946281238,2.957211539,Calypte anna,Apodiformes,Trochilidae,Calypte,Anna's Hummingbird,urban,82,3/8/2018,8/10/2018,NA,NA,annhum-ERD2018-EBIRD_SCIENCE-20191103-6d659b5d
coshum,0.017759568,0.109697097,7.348598125,0.11704064,0.162134004,0.82492773,0.686674925,1.10877193,Calypte costae,Apodiformes,Trochilidae,Calypte,Costa's Hummingbird,no,63,5/3/2018,6/21/2018,NA,NA,coshum-ERD2018-EBIRD_SCIENCE-20191109-ed8f9864
calhum,-0.212411856,-0.213025717,4.729827349,0.014477768,0.025657639,0.482426671,-0.033043077,0.730769231,Selasphorus calliope,Apodiformes,Trochilidae,Selasphorus,Calliope Hummingbird,no,100,5/31/2018,6/21/2018,NA,NA,calhum-ERD2018-EBIRD_SCIENCE-20191108-94492fdc
rufhum,-0.485204426,-0.214313057,5.519338,0.030900564,0.064294857,0.723796125,0.162199386,1.84284188,Selasphorus rufus,Apodiformes,Trochilidae,Selasphorus,Rufous Hummingbird,no,99,5/24/2018,6/14/2018,NA,NA,rufhum-ERD2018-EBIRD_SCIENCE-20191029-4800bdb5
allhum,1.557722346,1.285848645,8.695153985,0.774544076,1.933012744,1.900657993,3.533112556,NA,Selasphorus sasin,Apodiformes,Trochilidae,Selasphorus,Allen's Hummingbird,no,97,3/22/2018,6/7/2018,NA,NA,allhum-ERD2018-EBIRD_SCIENCE-20191109-8bf1bc00
brthum,0.125038486,0.066457512,5.341173808,0.019255188,0.0225429,0.644893957,0.472061602,NA,Selasphorus platycercus,Apodiformes,Trochilidae,Selasphorus,Broad-tailed Hummingbird,no,69,5/31/2018,7/13/2018,NA,NA,brthum-ERD2018-EBIRD_SCIENCE-20191109-8813519f
ridrai1,1.297392122,2,7.370902324,0.883386409,0.883386409,1.525166309,2.738340714,NA,Rallus obsoletus,Gruiformes,Rallidae,Rallus,Ridgway's Rail,no,75,NA,NA,1/4/2018,12/28/2018,ridrai1-ERD2018-EBIRD_SCIENCE-20191112-6029add3
kinrai4,-1.5500748,-2,6.410783006,0.193895606,0.108951521,0.554684115,-0.875336956,NA,Rallus elegans,Gruiformes,Rallidae,Rallus,King Rail,nonurban,98,5/10/2018,7/13/2018,NA,NA,kinrai4-ERD2018-EBIRD_SCIENCE-20191108-4a9a2dd8
clarai11,-0.945201121,-2,6.258576046,0.31698033,0.271557665,0.466097188,-0.585008904,NA,Rallus crepitans,Gruiformes,Rallidae,Rallus,Clapper Rail,no,61,5/24/2018,9/14/2018,NA,NA,clarai11-ERD2018-EBIRD_SCIENCE-20191107-908fd935
virrai,0.770750533,0.781386245,6.493118662,0.146324147,0.230758909,1.157275047,1.764891207,NA,Rallus limicola,Gruiformes,Rallidae,Rallus,Virginia Rail,no,99,5/31/2018,8/3/2018,NA,NA,virrai-ERD2018-EBIRD_SCIENCE-20191105-75e558a5
sora,-1.133042952,-1.000710058,6.382821823,0.065261783,0.02754627,0.783875296,-0.205106789,NA,Porzana carolina,Gruiformes,Rallidae,Porzana,Sora,no,100,5/31/2018,7/13/2018,NA,NA,sora-ERD2018-EBIRD_SCIENCE-20191105-5074b76e
comgal1,0.362071492,0.497631509,6.573225137,0.258784002,0.383663627,0.83841078,0.955433695,NA,Gallinula galeata,Gruiformes,Rallidae,Gallinula,Common Gallinule,no,20,5/24/2018,7/6/2018,NA,NA,comgal1-ERD2018-EBIRD_SCIENCE-20191104-dc7b09ec
y00475,-1.233966199,-1.459711062,6.60439865,0.109443912,0.039343448,0.839542736,-0.187335688,NA,Fulica americana,Gruiformes,Rallidae,Fulica,American Coot,no,83,5/31/2018,9/7/2018,NA,NA,y00475-ERD2018-EBIRD_SCIENCE-20191102-8f2d020c
sancra,-1.673083359,-1.720342508,5.919636158,0.021919374,0.004778024,0.402467248,-1.210054524,NA,Antigone canadensis,Gruiformes,Gruidae,Antigone,Sandhill Crane,no,99,5/31/2018,9/7/2018,NA,NA,sancra-ERD2018-EBIRD_SCIENCE-20191029-b05863de
bknsti,0.075877282,0.175622704,6.768699796,0.138672575,0.19037892,0.916634587,0.876865283,NA,Himantopus mexicanus,Charadriiformes,Recurvirostridae,Himantopus,Black-necked Stilt,no,25,5/31/2018,7/20/2018,NA,NA,bknsti-ERD2018-EBIRD_SCIENCE-20191104-e9cdfa82
ameavo,-0.711517789,-2,6.52653512,0.045632913,0.041748998,0.399269089,-0.525644467,NA,Recurvirostra americana,Charadriiformes,Recurvirostridae,Recurvirostra,American Avocet,no,88,5/10/2018,6/21/2018,NA,NA,ameavo-ERD2018-EBIRD_SCIENCE-20191025-4821bed5
ameoys,0.215742664,NA,6.758237481,0.477705242,0.477705242,0.670738283,0.57896292,NA,Haematopus palliatus,Charadriiformes,Haematopodidae,Haematopus,American Oystercatcher,no,19,5/10/2018,7/27/2018,NA,NA,ameoys-ERD2018-EBIRD_SCIENCE-20191025-9060a957
blkoys,-1.250910019,-2,6.661144894,0.027394742,0.027236015,0.26455675,-1.130625617,NA,Haematopus bachmani,Charadriiformes,Haematopodidae,Haematopus,Black Oystercatcher,no,84,5/31/2018,8/3/2018,NA,NA,blkoys-ERD2018-EBIRD_SCIENCE-20191025-4aee0be4
killde,0.146465266,-0.306201704,6.531630411,0.155735544,0.075330497,1.425393673,1.751377692,1.843803003,Charadrius vociferus,Charadriiformes,Charadriidae,Charadrius,Killdeer,urban,86,4/26/2018,6/28/2018,NA,NA,killde-ERD2018-EBIRD_SCIENCE-20191028-01e1e785
pipplo,0.45133627,-2,6.97834194,0.048254903,0.05037395,0.226647989,0.028754769,0.285714286,Charadrius melodus,Charadriiformes,Charadriidae,Charadrius,Piping Plover,no,98,5/31/2018,6/21/2018,NA,NA,pipplo-ERD2018-EBIRD_SCIENCE-20191108-bc6f1b6d
wilplo,-1.417811452,NA,5.439610451,0.144446485,0.144446485,0.25097046,-1.272321192,NA,Charadrius wilsonia,Charadriiformes,Charadriidae,Charadrius,Wilson's Plover,no,21,5/10/2018,8/10/2018,NA,NA,wilplo-ERD2018-EBIRD_SCIENCE-20191030-c11fc6a6
snoplo5,-0.520501152,-2,6.547723768,0.020977442,0.024959142,0.155585188,-0.783280788,NA,Charadrius nivosus,Charadriiformes,Charadriidae,Charadrius,Snowy Plover,no,87,5/24/2018,6/28/2018,NA,NA,snoplo5-ERD2018-EBIRD_SCIENCE-20191030-703c67a9
uplsan,-1.925332178,-2,5.997857378,0.023191828,0.004651956,0.188706146,-1.737122484,NA,Bartramia longicauda,Charadriiformes,Scolopacidae,Bartramia,Upland Sandpiper,no,100,5/31/2018,7/13/2018,NA,NA,uplsan-ERD2018-EBIRD_SCIENCE-20191111-7c7f6292
lobcur,-0.899011143,-2,6.563767032,0.005771711,0.005880238,0.11233254,-1.124774004,NA,Numenius americanus,Charadriiformes,Scolopacidae,Numenius,Long-billed Curlew,no,97,5/17/2018,6/21/2018,NA,NA,lobcur-ERD2018-EBIRD_SCIENCE-20191029-5b729c25
margod,-0.925277875,-2,6.74153655,0.013561185,0.007371933,0.16909189,-1.051694542,NA,Limosa fedoa,Charadriiformes,Scolopacidae,Limosa,Marbled Godwit,no,97,5/31/2018,6/28/2018,NA,NA,margod-ERD2018-EBIRD_SCIENCE-20191029-764de7d4
